id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,其他,https://sz.lianjia.com/ershoufang/105101177424.html,2005年建/板塔结合,87039元/平米,中泰燕南名庭,52.85㎡,460,福田区?华强北?,南,商品房,1室1厅1厨1卫,有,低楼层 (共22层)
,精装,https://sz.lianjia.com/ershoufang/105101083563.html,2013年建/平房,56166元/平米,中信领航,79.23㎡,445,宝安区?西乡?,东南 南,商品房,3室1厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101142546.html,2013年建/板楼,60691元/平米,佳兆业悦峰,79.09㎡,480,龙岗区?坂田?中环至外环,南,商品房,3室2厅1厨2卫,有,高楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105101214950.html,2000年建/板塔结合,48858元/平米,港逸豪庭,241.52㎡,1180,罗湖区?罗湖口岸?,南,商品房,4室2厅1厨3卫,有,高楼层 (共43层)
,其他,https://sz.lianjia.com/ershoufang/105100025176.html,2000年建/板塔结合,108173元/平米,长怡花园,143.29㎡,1550,福田区?百花?,西北,商品房,4室2厅1厨2卫,有,高楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105101041598.html,2006年建/板楼,55434元/平米,碧海富通城一期,73.06㎡,405,宝安区?碧海?,东,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105100838013.html,2001年建/板塔结合,42797元/平米,美丽家园,70.1㎡,300,龙华区?龙华中心?,东南,商品房,2室2厅1厨1卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101144132.html,2004年建/板楼,57786元/平米,书香门第名苑,82.2㎡,475,龙华区?深圳北站?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共10层)
,简装,https://sz.lianjia.com/ershoufang/105101034124.html,2002年建/板塔结合,105613元/平米,新天国际名苑,168.54㎡,1780,福田区?香蜜湖?,南 北,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100616338.html,2006年建/板塔结合,58480元/平米,联城美园,35.91㎡,210,罗湖区?春风路?,北,商品房,1室1厅1厨1卫,有,高楼层 (共35层)
,精装,https://sz.lianjia.com/ershoufang/105090306087.html,2014年建/板塔结合,95037元/平米,鲸山觐海,184.14㎡,1750,南山区?蛇口?中环至外环,南,商品房,4室2厅1厨2卫,有,中楼层 (共24层)
,其他,https://sz.lianjia.com/ershoufang/105101187314.html,2001年建/板塔结合,48647元/平米,仓前锦福苑,80.17㎡,390,南山区?南头?,西南,商品房,3室2厅1厨1卫,有,中楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101081123.html,2006年建/塔楼,76424元/平米,西城上筑花园,130.85㎡,1000,宝安区?宝安中心?,东南,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101079209.html,1994年建/板楼,27266元/平米,翠湖山庄,95.36㎡,260,龙岗区?横岗?,南 北,商品房,3室2厅1厨1卫,暂无数据,高楼层 (共7层)
,简装,https://sz.lianjia.com/ershoufang/105101038728.html,2003年建/板塔结合,108158元/平米,海怡东方花园,76.74㎡,830,南山区?科技园?,北,商品房,2室1厅1厨1卫,有,中楼层 (共25层)
,简装,https://sz.lianjia.com/ershoufang/105100922443.html,2006年建/板塔结合,39347元/平米,大世纪水山缘,85.14㎡,335,龙岗区?布吉南岭?,南,商品房,3室1厅1厨1卫,有,中楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101071572.html,2010年建/板塔结合,88594元/平米,香山里,171.57㎡,1520,南山区?华侨城?,南 北,商品房,4室2厅1厨3卫,有,中楼层 (共17层)
,毛坯,https://sz.lianjia.com/ershoufang/105101099078.html,2007年建/板塔结合,54235元/平米,春华四季园二期,95.88㎡,520,龙华区?民治?,南,商品房,4室2厅1厨2卫,有,中楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105101024829.html,2006年建/板塔结合,66020元/平米,皇庭香格里花园,65.89㎡,435,南山区?西丽?,南,商品房,2室1厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101073233.html,2003年建/板楼,65976元/平米,汇金家园,106.1㎡,700,南山区?南头?,南 北,商品房,3室1厅1厨2卫,有,高楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101089662.html,2003年建/塔楼,40688元/平米,南景豪庭,76.19㎡,310,龙岗区?布吉大芬?,东南,商品房,3室1厅1厨1卫,有,高楼层 (共21层)
,简装,https://sz.lianjia.com/ershoufang/105101032673.html,2001年建/板塔结合,59000元/平米,御庭园,66.95㎡,395,福田区?皇岗?,北,商品房,2室1厅1厨1卫,有,低楼层 (共18层)
,毛坯,https://sz.lianjia.com/ershoufang/105100726432.html,2011年建/板楼,59763元/平米,熙和园,119.64㎡,715,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨3卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100417827.html,1999年建/板塔结合,33054元/平米,龙珠花园,85.62㎡,283,龙岗区?布吉关?,西北,商品房,3室1厅1厨1卫,有,中楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100852500.html,1992年建/板塔结合,44115元/平米,嘉宾花园,90.22㎡,398,罗湖区?万象城?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105091253268.html,2003年建/板楼,44214元/平米,锦绣江南一期,89.34㎡,395,龙华区?深圳北站?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共6层)
,简装,https://sz.lianjia.com/ershoufang/105100873728.html,2012年建/板塔结合,47502元/平米,桃源峰景园,84.84㎡,403,宝安区?桃源居?,西南,商品房,3室2厅1厨1卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105101200172.html,2005年建/板塔结合,71912元/平米,绿景花园二期,115.42㎡,830,福田区?新洲?,东南,商品房,3室2厅1厨2卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101107900.html,1998年建/板塔结合,32704元/平米,龙珠花园,78.89㎡,258,龙岗区?布吉关?,北,商品房,3室2厅1厨1卫,有,低楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105100863218.html,2002年建/板塔结合,35114元/平米,水晶之城,68.35㎡,240,龙岗区?横岗?,西南,商品房,2室2厅1厨1卫,暂无数据,低楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101221348.html,2003年建/板楼,68203元/平米,汇金家园,89.44㎡,610,南山区?南头?,东南,商品房,3室1厅1厨1卫,有,高楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105100911964.html,2009年建/板塔结合,50487元/平米,公园大地五期,110.92㎡,560,龙岗区?龙岗中心城?,北,商品房,4室2厅1厨2卫,有,低楼层 (共19层)
,其他,https://sz.lianjia.com/ershoufang/105100754190.html,1998年建/塔楼,37264元/平米,丰润花园,89.9㎡,335,龙华区?深圳北站?,南,商品房,3室2厅1厨1卫,暂无数据,中楼层 (共8层)
,其他,https://sz.lianjia.com/ershoufang/105101166223.html,2015年建/板塔结合,47614元/平米,金地鹭湖1号,89.26㎡,425,龙华区?观澜?中环至外环,东,商品房,3室2厅1厨2卫,有,高楼层 (共16层)
,精装,https://sz.lianjia.com/ershoufang/105101118017.html,2001年建/板塔结合,76086元/平米,学林雅院,113.03㎡,860,南山区?科技园?,南,商品房,3室2厅1厨2卫,有,低楼层 (共12层)
,精装,https://sz.lianjia.com/ershoufang/105101027884.html,1998年建/板塔结合,45740元/平米,鹏兴花园一期,103.85㎡,475,罗湖区?莲塘?,南,商品房,3室1厅1厨2卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105100201621.html,2007年建/板塔结合,54113元/平米,桐林半山花园,106.26㎡,575,盐田区?沙头角?,东,商品房,3室2厅1厨2卫,有,中楼层 (共10层)
,其他,https://sz.lianjia.com/ershoufang/105100790200.html,2005年建/塔楼,67034元/平米,西城上筑花园,74.59㎡,500,宝安区?宝安中心?,东北,商品房,2室2厅1厨1卫,有,中楼层 (共33层)
,毛坯,https://sz.lianjia.com/ershoufang/105100961047.html,2016年建/板塔结合,107909元/平米,华润城润府一期,132.52㎡,1430,南山区?科技园?内环内,东北,商品房,4室2厅1厨2卫,暂无数据,低楼层 (共59层)
,其他,https://sz.lianjia.com/ershoufang/105101181555.html,2011年建/板塔结合,63682元/平米,皇御苑四期,51.82㎡,330,福田区?皇岗?,西北,商品房,2室2厅1厨1卫,有,中楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101084968.html,2002年建/板塔结合,70239元/平米,益田村,99.66㎡,700,福田区?石厦?,南,商品房,3室2厅1厨1卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100817218.html,2005年建/板楼,124508元/平米,百仕达红树西岸,172.68㎡,2150,南山区?红树湾?,东南,商品房,3室2厅1厨3卫,有,中楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100523298.html,2005年建/塔楼,74986元/平米,创意侨园,100.02㎡,750,福田区?竹子林?,南,商品房,2室2厅1厨1卫,有,低楼层 (共26层)
,其他,https://sz.lianjia.com/ershoufang/105101148874.html,2009年建/板塔结合,66682元/平米,南光城市花园,43.49㎡,290,南山区?南山中心?,南,商品房,2室1厅1厨1卫,有,中楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101207991.html,2006年建/板塔结合,55424元/平米,联城美园,63.15㎡,350,罗湖区?春风路?,南,商品房,2室1厅1厨1卫,有,中楼层 (共35层)
,精装,https://sz.lianjia.com/ershoufang/105101160082.html,1998年建/板塔结合,45845元/平米,金福苑,85.07㎡,390,福田区?新洲?,南,商品房,3室1厅1厨1卫,暂无数据,高楼层 (共8层)
,简装,https://sz.lianjia.com/ershoufang/105101196808.html,2002年建/板塔结合,61920元/平米,侨城豪苑,77.52㎡,480,南山区?白石洲?,西南,商品房,2室2厅1厨1卫,有,中楼层 (共26层)
,毛坯,https://sz.lianjia.com/ershoufang/105101220400.html,2010年建/塔楼,35093元/平米,华业玫瑰郡,153.88㎡,540,龙岗区?龙岗中心城?,南 北,商品房,4室2厅1厨2卫,有,低楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101207276.html,2007年建/板楼,51021元/平米,佳兆业可园五期,103.88㎡,530,龙岗区?布吉南岭?,北,商品房,5室1厅1厨2卫,有,中楼层 (共23层)
,精装,https://sz.lianjia.com/ershoufang/105101108768.html,2003年建/板塔结合,66007元/平米,金海岸大厦,36.36㎡,240,南山区?后海?,西,商品房,1室1厅1厨1卫,有,高楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105100465509.html,2005年建/板楼,104221元/平米,中信红树湾南区,211.09㎡,2200,南山区?红树湾?,南 北,商品房,4室2厅1厨3卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100327383.html,2002年建/板楼,32564元/平米,中加名园,168.9㎡,550,龙岗区?布吉关?,南,商品房,6室4厅2厨2卫,暂无数据,高楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100914118.html,2002年建/塔楼,53275元/平米,富通蟠龙居,70.39㎡,375,宝安区?西乡?,南,商品房,2室2厅1厨1卫,有,中楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101201057.html,1999年建/板塔结合,32865元/平米,丽湖花园二期,54.77㎡,180,龙岗区?布吉水径?,东南,商品房,2室1厅1厨1卫,暂无数据,低楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105100694379.html,2012年建/塔楼,35032元/平米,万科清林径,147.01㎡,515,龙岗区?龙岗中心城?,东南,商品房,4室2厅1厨2卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101083991.html,2013年建/板塔结合,55703元/平米,信义嘉御山,71.81㎡,400,龙岗区?坂田?中环至外环,西北,商品房,2室1厅1厨1卫,有,低楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100376221.html,2000年建/板塔结合,68839元/平米,金地海景翠堤湾,130.74㎡,900,福田区?上下沙?,西南,商品房,4室2厅1厨2卫,有,低楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101142391.html,2006年建/板塔结合,66146元/平米,信和自由广场,49.89㎡,330,南山区?后海?,东南,商品房,1室1厅1厨1卫,有,低楼层 (共26层)
,其他,https://sz.lianjia.com/ershoufang/105101219799.html,2002年建/板楼,44741元/平米,星光之约,96.11㎡,430,龙岗区?坂田?,南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共6层)
,毛坯,https://sz.lianjia.com/ershoufang/105100845298.html,2012年建/塔楼,42046元/平米,星河时代,132㎡,555,龙岗区?大运新城?,东南,商品房,4室1厅1厨2卫,有,高楼层 (共32层)
,简装,https://sz.lianjia.com/ershoufang/105101094840.html,2003年建/板塔结合,60607元/平米,润华苑,62.7㎡,380,福田区?梅林?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共15层)
,精装,https://sz.lianjia.com/ershoufang/105101163569.html,2003年建/板塔结合,73702元/平米,万科金域蓝湾二期,115.33㎡,850,福田区?上下沙?,西北,商品房,4室2厅1厨2卫,有,中楼层 (共34层)
,精装,https://sz.lianjia.com/ershoufang/105101202135.html,2010年建/板塔结合,83730元/平米,香山里,176.76㎡,1480,南山区?华侨城?,东南 南 西南,商品房,4室2厅1厨2卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105100939780.html,2002年建/板塔结合,66063元/平米,润裕山景豪苑,77.2㎡,510,福田区?梅林?,西北,商品房,2室1厅1厨1卫,有,低楼层 (共16层)
,精装,https://sz.lianjia.com/ershoufang/105100657180.html,2013年建/板塔结合,83680元/平米,嘉葆润金座,81.74㎡,684,福田区?新洲?,南 北,商品房,4室2厅1厨3卫,有,高楼层 (共32层)
,精装,https://sz.lianjia.com/ershoufang/105101109104.html,2013年建/板塔结合,93653元/平米,嘉葆润金座,38.44㎡,360,福田区?新洲?,南,商品房,2室1厅1厨1卫,有,高楼层 (共20层)
,简装,https://sz.lianjia.com/ershoufang/105101001662.html,2002年建/板塔结合,32579元/平米,水晶之城,93.62㎡,305,龙岗区?横岗?,北,商品房,3室1厅1厨2卫,暂无数据,低楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105100787703.html,1999年建/板塔结合,34859元/平米,龙珠花园,78.89㎡,275,龙岗区?布吉关?,东北,商品房,3室2厅1厨1卫,有,高楼层 (共29层)
,其他,https://sz.lianjia.com/ershoufang/105101200331.html,2007年建/塔楼,61117元/平米,白金假日公寓,43.36㎡,265,宝安区?西乡?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105100491580.html,2005年建/板塔结合,63749元/平米,百仕达东郡,78.12㎡,498,罗湖区?百仕达?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共27层)
,精装,https://sz.lianjia.com/ershoufang/105101106493.html,2008年建/塔楼,79938元/平米,碧海富通城三期,51.29㎡,410,宝安区?碧海?,东南,商品房,3室2厅1厨2卫,有,中楼层 (共24层)
,其他,https://sz.lianjia.com/ershoufang/105101011668.html,2000年建/板塔结合,70119元/平米,金地海景翠堤湾,111.24㎡,780,福田区?上下沙?,东南,商品房,3室2厅1厨2卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101071918.html,2001年建/板塔结合,54688元/平米,新锦安雅园一期,115.2㎡,630,宝安区?翻身?,南,商品房,3室2厅1厨2卫,有,高楼层 (共14层)
,简装,https://sz.lianjia.com/ershoufang/105100936321.html,2005年建/板塔结合,89115元/平米,绿洲丰和,72.94㎡,650,福田区?石厦?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105100478075.html,2010年建/塔楼,78985元/平米,新世界四季山水,238.02㎡,1880,福田区?梅林?内环内,南,商品房,4室2厅1厨3卫,有,低楼层 (共30层)
,简装,https://sz.lianjia.com/ershoufang/105101104691.html,2007年建/板塔结合,65570元/平米,菁英趣庭,74.73㎡,490,宝安区?宝安中心?,南,商品房,2室2厅1厨1卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105100861192.html,2014年建/板塔结合,133586元/平米,后海理想雅园,89.83㎡,1200,南山区?蛇口?,西南,商品房,3室2厅1厨2卫,有,中楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105101214869.html,2006年建/板塔结合,48248元/平米,潜龙鑫茂花园C区,39.38㎡,190,龙华区?民治?,南,商品房,1室1厅1厨1卫,有,高楼层 (共13层)
,毛坯,https://sz.lianjia.com/ershoufang/105101126877.html,2011年建/板楼,137191元/平米,三湘海尚花园,207.74㎡,2850,南山区?深圳湾?,南 北,商品房,4室1厅1厨3卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101040237.html,2013年建/板塔结合,76149元/平米,信义嘉御山,85.36㎡,650,龙岗区?坂田?中环至外环,东北,商品房,4室2厅1厨3卫,有,低楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105101125334.html,2016年建/板塔结合,105205元/平米,华润城润府一期,126.42㎡,1330,南山区?科技园?内环内,西南,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共59层)
,其他,https://sz.lianjia.com/ershoufang/105100302858.html,2008年建/板塔结合,47436元/平米,花半里别馆,62.19㎡,295,罗湖区?布心?,东南,商品房,2室1厅1厨1卫,有,低楼层 (共23层)
,其他,https://sz.lianjia.com/ershoufang/105101200477.html,2008年建/板塔结合,72865元/平米,绿景中城天邑花园,54.21㎡,395,福田区?新洲?,东北,商品房,2室1厅1厨1卫,有,高楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105100960103.html,2002年建/板塔结合,37938元/平米,新亚洲花园,97.53㎡,370,龙岗区?龙岗中心城?,西南,商品房,3室2厅1厨1卫,有,中楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101153121.html,2003年建/板塔结合,41825元/平米,银座金钻,55.47㎡,232,罗湖区?春风路?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共30层)
